Date,Units Sold,Inventory Level,Units Ordered,Demand,Price,Competitor Pricing,Discount,Promotion,Epidemic,Seasonality,Weather_Cloudy,Weather_Rainy,Weather_Snowy,Weather_Sunny,DayOfWeek,DayOfMonth,Month,WeekOfYear,IsWeekend,UnitsSold_Lag_1,UnitsSold_Lag_7,UnitsSold_Lag_14,UnitsSold_Lag_21,UnitsSold_Lag_28,UnitsSold_RollingMean_7,UnitsSold_RollingMean_14,UnitsSold_RollingMean_28,UnitsSold_RollingStd_7,UnitsSold_RollingStd_14,UnitsSold_RollingStd_28
2022-11-17,9530,33099,10199,11433,69.72,71.03,8.8,35.0,0,Autumn,0.0,40.0,40.0,20.0,3,17,11,46,0,9608.0,9415.0,8031.0,9343.0,8004.0,9369.142857142857,9307.142857142857,9098.892857142857,664.6360980695596,624.6366152403733,724.6883028194886
2022-11-18,9604,33832,5416,11423,69.86,70.79,9.9,40.0,0,Autumn,40.0,20.0,20.0,20.0,4,18,11,46,0,9530.0,8509.0,9596.0,9848.0,8799.0,9385.57142857143,9414.214285714286,9153.392857142857,667.3741721959818,506.3326936939245,696.1154299388467
2022-11-19,9902,33659,11521,11431,68.19,70.97,11.9,50.0,0,Autumn,0.0,40.0,20.0,40.0,5,19,11,46,1,9604.0,10448.0,10027.0,8344.0,9426.0,9542.0,9414.785714285714,9182.142857142857,544.7283726775986,506.5580957754533,697.558690709341
2022-11-20,8424,31121,5327,9775,67.02,70.53,8.45,25.0,0,Autumn,0.0,20.0,60.0,20.0,6,20,11,46,1,9902.0,9331.0,8971.0,8403.0,9894.0,9464.0,9405.857142857143,9199.142857142857,417.6421913552141,495.92723677559104,709.4211367067885
2022-11-21,9371,32159,7933,11082,69.89,71.6,8.15,25.0,0,Autumn,80.0,0.0,20.0,0.0,0,21,11,47,0,8424.0,8599.0,9522.0,8348.0,9490.0,9334.42857142857,9366.785714285714,9146.642857142857,576.3303037734573,551.2810505571052,710.4865424370336
2022-11-22,8529,30473,10985,10016,68.08,70.09,8.7,30.0,0,Autumn,60.0,40.0,0.0,0.0,1,22,11,47,0,9371.0,9674.0,9237.0,9586.0,7939.0,9444.714285714286,9356.0,9142.392857142857,477.54256853383254,549.4849336494507,708.7102703887542
2022-11-23,8800,31119,8704,10501,66.95,66.99,9.85,40.0,0,Autumn,0.0,60.0,20.0,20.0,2,23,11,47,0,8529.0,9608.0,9332.0,9480.0,7565.0,9281.142857142857,9305.42857142857,9163.464285714286,572.5604563628748,592.1993835611098,679.7864851142001
2022-11-24,10218,28458,13200,12044,70.09,70.39,10.1,40.0,0,Autumn,20.0,0.0,20.0,60.0,3,24,11,47,0,8800.0,9530.0,9415.0,8031.0,9343.0,9165.714285714286,9267.42857142857,9207.57142857143,577.1119805507652,607.2407600444728,608.5656134059074
2022-11-25,8713,27184,7601,10053,67.48,68.5,10.0,40.0,0,Autumn,20.0,40.0,20.0,20.0,4,25,11,47,0,10218.0,9604.0,8509.0,9596.0,9848.0,9264.0,9324.785714285714,9238.82142857143,695.8603787159132,658.0500540433245,637.5528476902016
2022-11-26,9889,30423,10114,11467,69.93,71.91,9.45,30.0,0,Autumn,20.0,20.0,0.0,60.0,5,26,11,47,1,8713.0,9902.0,10448.0,10027.0,8344.0,9136.714285714286,9339.357142857143,9198.285714285714,704.7362897532857,640.6241676489211,633.4552430705327
2022-11-27,8451,28135,6166,10073,68.79,71.25,7.65,25.0,0,Autumn,20.0,40.0,20.0,20.0,6,27,11,47,1,9889.0,8424.0,9331.0,8971.0,8403.0,9134.857142857143,9299.42857142857,9253.464285714286,702.3967133017723,580.8408645146781,623.4967392556559
2022-11-28,8615,32411,8233,9830,65.9,66.63,10.1,40.0,0,Autumn,0.0,0.0,80.0,20.0,0,28,11,48,0,8451.0,9371.0,8599.0,9522.0,8348.0,9138.714285714286,9236.57142857143,9255.17857142857,697.9022649544567,623.2303826757475,621.1333162541259
2022-11-29,8317,33852,5975,9578,69.39,70.73,4.95,0.0,0,Autumn,20.0,40.0,20.0,20.0,1,29,11,48,0,8615.0,8529.0,9674.0,9237.0,9586.0,9030.714285714286,9237.714285714286,9264.714285714286,714.2685569367885,621.984717666791,608.6137166418921
2022-11-30,9059,32313,9075,10023,69.61,71.83,5.65,0.0,0,Autumn,0.0,20.0,20.0,60.0,2,30,11,48,0,8317.0,8800.0,9608.0,9332.0,9480.0,9000.42857142857,9140.785714285714,9219.392857142857,743.0037813144763,653.6926093146353,630.6525920020815
2022-12-01,7672,28757,5897,9264,64.78,67.22,10.1,35.0,0,Winter,40.0,0.0,60.0,0.0,3,1,12,48,0,9059.0,10218.0,9530.0,9415.0,8031.0,9037.42857142857,9101.57142857143,9204.357142857143,737.7899107340402,639.8289091367176,629.2262276023209
2022-12-02,9287,29301,13021,11230,71.46,72.78,6.05,15.0,0,Winter,40.0,0.0,0.0,60.0,4,2,12,48,0,7672.0,8713.0,9604.0,8509.0,9596.0,8673.714285714286,8968.857142857143,9191.535714285714,684.4259673345971,730.4105123035717,657.0625136358028
2022-12-03,9579,28647,10857,10845,68.55,71.76,9.05,35.0,0,Winter,0.0,0.0,60.0,40.0,5,3,12,48,1,9287.0,9889.0,9902.0,10448.0,10027.0,8755.714285714286,8946.214285714286,9180.5,723.2036859893379,713.9340821297324,652.597459728773
2022-12-04,9369,26543,10557,10872,69.35,71.09,8.35,30.0,0,Winter,60.0,0.0,20.0,20.0,6,4,12,48,1,9579.0,8451.0,8424.0,9331.0,8971.0,8711.42857142857,8923.142857142857,9164.5,647.8008585830574,685.3165307015416,636.3648208262211
2022-12-05,10441,26657,13306,12348,70.03,72.8,10.05,45.0,0,Winter,20.0,0.0,20.0,60.0,0,5,12,49,0,9369.0,8615.0,9371.0,8599.0,9522.0,8842.57142857143,8990.642857142857,9178.714285714286,678.4865159905138,678.8803686549676,636.327591915365
2022-12-06,9887,28894,7964,11577,70.61,72.91,8.25,20.0,0,Winter,20.0,0.0,0.0,80.0,1,6,12,49,0,10441.0,8317.0,8529.0,9674.0,9237.0,9103.42857142857,9067.07142857143,9211.535714285714,893.394622986362,777.9908506764802,677.0853374817732
2022-12-07,9685,31016,8906,11111,69.53,69.2,8.7,30.0,0,Winter,40.0,0.0,40.0,20.0,2,7,12,49,0,9887.0,9059.0,8800.0,9608.0,9332.0,9327.714285714286,9164.07142857143,9234.75,859.4871948407539,790.3038816017386,689.028227395765
2022-12-08,9592,31198,10634,11312,70.16,72.94,8.2,25.0,0,Winter,40.0,0.0,0.0,60.0,3,8,12,49,0,9685.0,7672.0,10218.0,9530.0,9415.0,9417.142857142857,9227.285714285714,9247.357142857143,859.4351688893113,794.326848883501,694.0843803055424
2022-12-09,10562,31641,12948,12200,71.62,73.83,9.4,40.0,0,Winter,20.0,0.0,20.0,60.0,4,9,12,49,0,9592.0,9287.0,8713.0,9604.0,8509.0,9691.42857142857,9182.57142857143,9253.67857142857,385.1830115424871,750.6882702699761,696.4696719658764
2022-12-10,8752,30893,5546,10423,66.69,68.57,9.75,35.0,0,Winter,20.0,0.0,40.0,40.0,5,10,12,49,1,10562.0,9579.0,9889.0,9902.0,10448.0,9873.57142857143,9314.642857142857,9327.0,456.8544104864686,821.0712146704991,722.7396437117536
2022-12-11,8926,30586,8167,10512,66.34,68.09,11.1,40.0,0,Winter,40.0,0.0,60.0,0.0,6,11,12,49,1,8752.0,9369.0,8451.0,8424.0,9331.0,9755.42857142857,9233.42857142857,9266.42857142857,622.5942651901045,816.106772264704,695.8813983969696
2022-12-12,9530,34089,10068,10990,69.2,71.22,8.3,25.0,0,Winter,40.0,0.0,60.0,0.0,0,12,12,50,0,8926.0,10441.0,8615.0,9371.0,8599.0,9692.142857142857,9267.357142857143,9251.964285714286,687.5476780004401,790.549721799592,698.6929321898605
2022-12-13,9537,31837,8602,11148,69.41,69.72,9.4,35.0,0,Winter,40.0,0.0,60.0,0.0,1,13,12,50,0,9530.0,9887.0,8317.0,8529.0,9674.0,9562.0,9332.714285714286,9285.214285714286,603.2238390514651,770.0252172266077,688.5471745931519
2022-12-14,10146,31766,11383,11922,70.51,70.71,10.15,40.0,0,Winter,0.0,0.0,20.0,80.0,2,14,12,50,0,9537.0,9685.0,9059.0,8800.0,9608.0,9512.0,9419.857142857143,9280.32142857143,586.0565956742756,713.169939521718,686.1647601285925
2022-12-15,9422,30614,9872,11413,71.33,74.46,8.25,30.0,0,Winter,40.0,0.0,40.0,20.0,3,15,12,50,0,10146.0,9592.0,7672.0,10218.0,9530.0,9577.857142857143,9497.5,9299.535714285714,632.7770614709399,729.8374687348398,703.006373826164
2022-12-16,9297,30257,8297,10829,69.69,69.82,8.4,30.0,0,Winter,40.0,0.0,60.0,0.0,4,16,12,50,0,9422.0,10562.0,9287.0,8713.0,9604.0,9553.57142857143,9622.5,9295.67857142857,635.4006235289202,509.83522979341876,701.9906116060737
2022-12-17,9901,30326,12338,11908,69.48,72.2,10.6,45.0,0,Winter,40.0,0.0,20.0,40.0,5,17,12,50,1,9297.0,8752.0,9579.0,9889.0,9902.0,9372.857142857143,9623.214285714286,9284.714285714286,455.10087840367635,509.3357935090534,699.3893027673483
2022-12-18,10614,31611,12355,12576,72.24,73.6,9.95,40.0,0,Winter,20.0,0.0,20.0,60.0,6,18,12,50,1,9901.0,8926.0,9369.0,8451.0,8424.0,9537.0,9646.214285714286,9284.67857142857,397.4023989190991,514.430406233136,699.3566383984344
2022-12-19,9813,30729,9134,11494,69.77,71.47,9.0,35.0,0,Winter,40.0,0.0,40.0,20.0,0,19,12,51,0,10614.0,9530.0,10441.0,8615.0,9371.0,9778.142857142857,9735.142857142857,9362.892857142857,470.3067894369209,567.677299602126,721.6424342498524
2022-12-20,8862,30127,7691,10521,67.67,68.09,10.85,45.0,0,Winter,20.0,0.0,80.0,0.0,1,20,12,51,0,9813.0,9537.0,9887.0,8317.0,8529.0,9818.57142857143,9690.285714285714,9378.67857142857,457.4074978043179,531.2543109069222,726.6433254952334
2022-12-21,10048,32374,11150,11402,69.76,72.7,9.35,40.0,0,Winter,40.0,0.0,20.0,40.0,2,21,12,51,0,8862.0,10146.0,9685.0,9059.0,8800.0,9722.142857142857,9617.07142857143,9390.57142857143,581.0890432545292,571.1877590109951,714.8511074483307
2022-12-22,9479,36290,9630,10900,67.45,68.44,10.55,35.0,0,Winter,20.0,0.0,60.0,20.0,3,22,12,51,0,10048.0,9422.0,9592.0,7672.0,10218.0,9708.142857142857,9643.0,9435.142857142857,570.2547467496121,582.6328834893576,715.5712410782028
2022-12-23,8932,32394,7096,10988,66.97,69.8,10.8,40.0,0,Winter,20.0,0.0,60.0,20.0,4,23,12,51,0,9479.0,9297.0,10562.0,9287.0,8713.0,9716.285714285714,9634.92857142857,9408.75,565.877994590612,584.1744292044203,699.0653349956578
2022-12-24,10158,33654,10617,12042,70.55,71.7,10.55,40.0,0,Winter,40.0,0.0,40.0,20.0,5,24,12,51,1,8932.0,9901.0,8752.0,9579.0,9889.0,9664.142857142857,9518.5,9416.57142857143,624.7104472130515,546.4040136692756,692.183952673437
2022-12-25,9703,34425,8518,11384,69.09,71.51,10.6,45.0,0,Winter,20.0,0.0,40.0,40.0,6,25,12,51,1,10158.0,10614.0,8926.0,9369.0,8451.0,9700.857142857143,9618.92857142857,9426.17857142857,648.0659504945959,523.411951935202,700.797062270363
2022-12-26,9956,32841,12831,12404,71.13,72.14,11.0,50.0,0,Winter,60.0,0.0,0.0,40.0,0,26,12,52,0,9703.0,9813.0,9530.0,10441.0,8615.0,9570.714285714286,9674.42857142857,9470.892857142857,511.13459228324535,483.9958223414765,675.7662503649269
2022-12-27,9304,33108,10155,11188,69.2,70.79,10.4,45.0,0,Winter,0.0,0.0,80.0,20.0,1,27,12,52,0,9956.0,8862.0,9537.0,9887.0,8317.0,9591.142857142857,9704.857142857143,9518.785714285714,525.0988569058188,487.5950175083282,660.2012239345314
2022-12-28,11416,32760,10888,12799,74.25,74.73,7.35,30.0,0,Winter,0.0,0.0,0.0,100.0,2,28,12,52,0,9304.0,10048.0,10146.0,9685.0,9059.0,9654.285714285714,9688.214285714286,9554.035714285714,442.95700103045317,497.63814140423926,618.7030929256487
2022-12-29,8737,31106,7855,10778,72.18,74.43,4.5,0.0,0,Winter,40.0,0.0,0.0,60.0,3,29,12,52,0,11416.0,9479.0,9422.0,9592.0,7672.0,9849.714285714286,9778.92857142857,9638.214285714286,801.9294886471587,672.5289200857418,703.4009107684157
2022-12-30,9192,33306,9684,10643,72.74,75.62,4.4,0.0,0,Winter,40.0,0.0,0.0,60.0,4,30,12,52,0,8737.0,8932.0,9297.0,10562.0,9287.0,9743.714285714286,9730.0,9676.25,901.9051528635886,723.4818587912525,616.5779891195123
2022-12-31,8973,34588,7005,10408,70.38,72.42,4.95,0.0,0,Winter,0.0,0.0,40.0,60.0,5,31,12,52,1,9192.0,10158.0,9901.0,8752.0,9579.0,9780.857142857143,9722.5,9672.857142857143,867.6067520429199,728.8402536802295,619.0556556254854
2023-01-01,9668,35091,9914,11144,69.12,70.21,9.45,35.0,0,Winter,80.0,0.0,0.0,20.0,6,1,1,52,1,8973.0,9703.0,10614.0,8926.0,9369.0,9611.57142857143,9656.214285714286,9651.214285714286,896.8687858586711,753.1513463770058,632.8970050866209
2023-01-02,10665,33463,7430,12563,70.15,71.35,11.55,50.0,0,Winter,40.0,0.0,0.0,60.0,0,2,1,1,0,9668.0,9956.0,9813.0,9530.0,10441.0,9606.57142857143,9588.642857142857,9661.892857142857,896.3715481768373,701.2594830998072,630.4767942559291
2023-01-03,10070,33525,10856,11694,69.43,70.13,10.3,45.0,0,Winter,60.0,0.0,20.0,20.0,1,3,1,1,0,10665.0,9304.0,8862.0,9537.0,9887.0,9707.857142857143,9649.5,9669.892857142857,978.7109598125134,756.9829537761984,642.0439202287024
2023-01-04,9331,33826,8379,10979,68.47,71.57,9.5,40.0,0,Winter,100.0,0.0,0.0,0.0,2,4,1,1,0,10070.0,11416.0,10048.0,10146.0,9685.0,9817.285714285714,9735.785714285714,9676.42857142857,968.80299240621,728.6305572860875,645.2592030753485
2023-01-05,8963,31527,8258,10470,70.42,71.04,6.65,15.0,0,Winter,40.0,0.0,40.0,20.0,3,5,1,1,0,9331.0,8737.0,9479.0,9422.0,9592.0,9519.42857142857,9684.57142857143,9663.785714285714,669.7051234543003,730.1941485013012,648.5447160198313
2023-01-06,9324,30060,9112,10816,69.28,72.04,7.75,25.0,0,Winter,20.0,0.0,60.0,20.0,4,6,1,1,0,8963.0,9192.0,8932.0,9297.0,10562.0,9551.714285714286,9647.714285714286,9641.32142857143,629.967119323349,754.0033083554973,661.8798734900558
2023-01-07,9540,30061,13304,11250,68.41,69.55,11.1,40.0,0,Winter,40.0,0.0,20.0,40.0,5,7,1,1,1,9324.0,8973.0,10158.0,9901.0,8752.0,9570.57142857143,9675.714285714286,9597.107142857143,619.2901466310224,732.3482177816493,639.0560364513146
2023-01-08,9892,28701,9638,11534,68.53,70.9,10.2,40.0,0,Winter,80.0,0.0,0.0,20.0,6,8,1,1,1,9540.0,9668.0,9703.0,10614.0,8926.0,9651.57142857143,9631.57142857143,9625.25,562.5889136076836,719.5553877527443,617.446331450935
2023-01-09,9082,29181,7596,10819,67.93,69.71,10.5,40.0,0,Winter,0.0,0.0,40.0,60.0,0,9,1,2,0,9892.0,10665.0,9956.0,9813.0,9530.0,9683.57142857143,9645.07142857143,9659.75,570.0008354212654,722.7644008395303,603.7646478554329
2023-01-10,10231,31241,13574,12228,71.32,74.04,10.05,40.0,0,Winter,40.0,0.0,0.0,60.0,1,10,1,2,0,9082.0,10070.0,9304.0,8862.0,9537.0,9457.42857142857,9582.642857142857,9643.75,406.2240174841204,731.5346994391742,613.1928960594481
2023-01-11,10022,29771,11750,12621,70.81,73.0,10.7,50.0,0,Winter,40.0,0.0,20.0,40.0,2,11,1,2,0,10231.0,9331.0,11416.0,10048.0,10146.0,9480.42857142857,9648.857142857143,9668.535714285714,448.9940078081285,746.18020685284,622.6709185045642
2023-01-12,9235,32825,7249,10906,68.3,70.61,10.15,35.0,0,Winter,40.0,0.0,60.0,0.0,3,12,1,2,0,10022.0,8963.0,8737.0,9479.0,9422.0,9579.142857142857,9549.285714285714,9664.107142857143,485.1688464068945,562.6751253639559,619.5826157380972
2023-01-13,10113,30908,9190,11939,68.33,69.94,11.3,45.0,0,Winter,60.0,0.0,40.0,0.0,4,13,1,2,0,9235.0,9324.0,9192.0,8932.0,9297.0,9618.0,9584.857142857143,9657.42857142857,435.9980886808115,521.6169913972628,623.2857634000137
2023-01-14,9583,33883,9169,11555,71.77,72.13,7.65,25.0,0,Winter,60.0,0.0,0.0,40.0,5,14,1,2,1,10113.0,9540.0,8973.0,10158.0,9901.0,9730.714285714286,9650.642857142857,9686.57142857143,449.11457865659696,526.3155834731089,624.8838368239362
2023-01-15,9309,33579,8767,10984,68.32,70.06,10.6,50.0,0,Winter,0.0,0.0,80.0,20.0,6,15,1,2,1,9583.0,9892.0,9668.0,9703.0,10614.0,9736.857142857143,9694.214285714286,9675.214285714286,446.35689329331973,489.89028262564483,623.7310292308628
2023-01-16,9644,33842,9224,11400,71.38,73.99,6.2,15.0,0,Winter,60.0,0.0,20.0,20.0,0,16,1,3,0,9309.0,9082.0,10665.0,9956.0,9813.0,9653.57142857143,9668.57142857143,9628.607142857143,466.51968773847756,500.6456929707428,599.2607383599213
2023-01-17,9756,31807,9887,11588,73.01,74.82,6.35,15.0,0,Winter,20.0,0.0,0.0,80.0,1,17,1,3,0,9644.0,10231.0,10070.0,9304.0,8862.0,9733.857142857143,9595.642857142857,9622.57142857143,394.5716785627135,410.59742723596474,598.1848734773712
2023-01-18,10303,31224,12922,12118,69.92,70.84,11.6,45.0,0,Winter,80.0,0.0,20.0,0.0,2,18,1,3,0,9756.0,10022.0,9331.0,11416.0,10048.0,9666.0,9573.214285714286,9654.5,330.461293749592,390.7911459849956,579.657274219474
2023-01-19,10117,30759,11110,12119,71.82,74.21,9.55,35.0,0,Winter,20.0,0.0,20.0,60.0,3,19,1,3,0,10303.0,9235.0,8963.0,8737.0,9479.0,9706.142857142857,9642.642857142857,9663.607142857143,392.2118596589483,428.9311594655783,588.0116110774509
2023-01-20,10730,29990,11866,12550,70.64,72.0,11.1,50.0,0,Winter,40.0,0.0,20.0,40.0,4,20,1,3,0,10117.0,10113.0,9324.0,9192.0,8932.0,9832.142857142857,9725.07142857143,9686.392857142857,355.59266423413624,398.0474390525695,592.9338442446912
2023-01-21,9396,32072,5872,11429,71.04,72.87,7.9,20.0,0,Winter,40.0,0.0,20.0,40.0,5,21,1,3,1,10730.0,9583.0,9540.0,8973.0,10158.0,9920.285714285714,9825.5,9750.607142857143,488.46006806619,461.3995015169009,605.4369306411027
2023-01-22,10261,33389,9599,11543,69.37,70.8,10.25,45.0,0,Winter,20.0,0.0,20.0,60.0,6,22,1,3,1,9396.0,9309.0,9892.0,9668.0,9703.0,9893.57142857143,9815.214285714286,9723.392857142857,514.4054358003432,469.78246660993074,603.5694651043426
2023-01-23,10122,35591,13257,12039,68.91,70.21,12.4,55.0,0,Winter,40.0,0.0,40.0,20.0,0,23,1,4,0,10261.0,9644.0,9082.0,10665.0,9956.0,10029.57142857143,9841.57142857143,9743.32142857143,456.7066371106752,484.5414508403405,612.0239679143128
2023-01-24,9351,33875,9875,10760,68.38,70.26,9.65,40.0,0,Winter,20.0,0.0,60.0,20.0,1,24,1,4,0,10122.0,9756.0,10231.0,10070.0,9304.0,10097.857142857143,9915.857142857143,9749.25,424.01313995810665,436.47008129787724,614.9574285175204
2023-01-25,9655,31761,6687,11162,70.65,71.68,7.45,30.0,0,Winter,0.0,0.0,20.0,80.0,2,25,1,4,0,9351.0,10303.0,10022.0,9331.0,11416.0,10040.0,9853.0,9750.92857142857,499.3696025991065,450.72710488383933,613.7600525583222
2023-01-26,9345,32729,8350,11234,70.94,72.78,7.2,20.0,0,Winter,20.0,0.0,20.0,60.0,3,26,1,4,0,9655.0,10117.0,9235.0,8963.0,8737.0,9947.42857142857,9826.785714285714,9688.035714285714,502.54182484075335,450.8143364336483,519.8619105922745
2023-01-27,8473,33785,6184,10167,68.48,70.92,7.95,25.0,0,Winter,40.0,0.0,60.0,0.0,4,27,1,4,0,9345.0,10730.0,10113.0,9324.0,9192.0,9837.142857142857,9834.642857142857,9709.75,542.266056646056,440.54854043971267,490.53731877514116
2023-01-28,9170,35401,7381,10515,68.43,70.94,8.4,30.0,0,Winter,40.0,0.0,20.0,40.0,5,28,1,4,1,8473.0,9396.0,9583.0,9540.0,8973.0,9514.714285714286,9717.5,9684.07142857143,591.6481821391448,562.1082225392188,535.4108099858739
2023-01-29,5636,33956,2829,6296,61.79,63.79,5.25,0.0,1,Winter,40.0,0.0,20.0,40.0,6,29,1,4,1,9170.0,10261.0,9309.0,9892.0,9668.0,9482.42857142857,9688.0,9691.107142857143,605.2167262347172,580.2543209000027,526.9481905298085
2023-01-30,5981,32797,4005,6812,63.17,65.54,4.95,0.0,1,Winter,20.0,0.0,20.0,60.0,0,30,1,5,0,5636.0,10122.0,9644.0,9082.0,10665.0,8821.714285714286,9425.642857142857,9547.107142857143,1490.568092404776,1230.6490224607362,930.1525298766738
2023-01-31,5583,31091,3964,6631,62.83,64.12,5.35,0.0,1,Winter,20.0,0.0,60.0,20.0,1,31,1,5,0,5981.0,9351.0,9756.0,10231.0,10070.0,8230.142857142857,9164.0,9379.82142857143,1696.0727606809144,1532.919487072366,1122.8902869652266
2023-02-01,6110,30365,5546,7042,61.27,63.41,8.7,25.0,1,Winter,0.0,0.0,60.0,40.0,2,1,2,5,0,5583.0,9655.0,10303.0,10022.0,9331.0,7691.857142857143,8865.92857142857,9219.57142857143,1870.0606432743762,1792.6600975295848,1323.0757495901155
2023-02-02,6197,28453,5692,7255,60.83,61.76,10.85,45.0,1,Winter,60.0,0.0,0.0,40.0,3,2,2,5,0,6110.0,9345.0,10117.0,9235.0,8963.0,7185.428571428572,8566.42857142857,9104.535714285714,1724.1332950348062,1882.129674036879,1447.2295751268018
2023-02-03,6273,28025,5154,7150,58.97,62.02,11.4,50.0,1,Winter,40.0,0.0,40.0,20.0,4,3,2,5,0,6197.0,8473.0,10730.0,10113.0,9324.0,6735.714285714285,8286.42857142857,9005.75,1456.7861561539698,1924.8112280783082,1548.1323664577542
2023-02-04,6829,25898,7245,7686,59.66,61.04,11.75,55.0,1,Winter,80.0,0.0,20.0,0.0,5,4,2,5,1,6273.0,9170.0,9396.0,9583.0,9540.0,6421.428571428572,7968.071428571428,8896.785714285714,1240.8243035905214,1856.9539352343886,1630.1040947707527
2023-02-05,6373,24580,7047,7535,61.78,62.77,8.8,35.0,1,Winter,0.0,0.0,40.0,60.0,6,5,2,5,1,6829.0,5636.0,10261.0,9309.0,9892.0,6087.0,7784.714285714285,8799.964285714286,421.5926153685322,1831.6751235527072,1670.4955237813608
2023-02-06,6092,25111,4564,7173,60.2,62.34,9.7,35.0,1,Winter,40.0,0.0,20.0,40.0,0,6,2,6,0,6373.0,5981.0,10122.0,9644.0,9082.0,6192.285714285715,7507.0,8674.285714285714,380.1844790298326,1718.6003249514258,1717.0209312372695
2023-02-07,5750,23887,4488,6427,60.73,62.29,7.65,25.0,1,Winter,60.0,0.0,40.0,0.0,1,7,2,6,0,6092.0,5583.0,9351.0,9756.0,10231.0,6208.142857142857,7219.142857142857,8567.5,372.1327848010127,1578.7182657578378,1782.4558900573177
2023-02-08,5575,25030,5020,6548,59.89,60.8,9.7,40.0,1,Winter,0.0,0.0,60.0,40.0,2,8,2,6,0,5750.0,6110.0,9655.0,10303.0,10022.0,6232.0,6961.928571428572,8407.464285714286,328.12700793028444,1495.8379418746279,1828.1439379700212
2023-02-09,6736,24149,6922,7771,60.03,62.19,12.2,55.0,1,Winter,60.0,0.0,20.0,20.0,3,9,2,6,0,5575.0,6197.0,9345.0,10117.0,9235.0,6155.571428571428,6670.5,8248.642857142857,412.69030242329734,1317.6264645187107,1875.2464176699978
2023-02-10,6493,22953,5713,7327,63.15,64.02,7.85,25.0,1,Winter,20.0,0.0,20.0,60.0,4,10,2,6,0,6736.0,6273.0,8473.0,10730.0,10113.0,6232.571428571428,6484.142857142857,8159.392857142857,468.2516620873509,1071.8405347196995,1886.0008510914029
2023-02-11,5658,21296,5789,6371,60.41,61.82,8.0,30.0,1,Winter,0.0,0.0,60.0,40.0,5,11,2,6,1,6493.0,6829.0,9170.0,9396.0,9583.0,6264.0,6342.714285714285,8030.107142857143,478.6843079385563,907.2123344511474,1871.1379848812987
2023-02-12,6121,21140,9298,7535,61.72,62.62,10.9,45.0,1,Winter,40.0,0.0,40.0,20.0,6,12,2,6,1,5658.0,6373.0,5636.0,10261.0,9309.0,6096.714285714285,6091.857142857143,7889.928571428572,452.2078114781422,420.0479564458918,1897.3320826218257
2023-02-13,6193,21549,6013,7214,59.39,60.39,11.55,50.0,1,Winter,20.0,0.0,40.0,40.0,0,13,2,7,0,6121.0,6092.0,5981.0,10122.0,9644.0,6060.714285714285,6126.5,7776.071428571428,436.2979541114658,399.0339777320962,1904.661259444198
2023-02-14,6457,21968,6097,7327,61.33,62.4,10.15,40.0,1,Winter,60.0,0.0,0.0,40.0,1,14,2,7,0,6193.0,5750.0,5583.0,9351.0,9756.0,6075.142857142857,6141.642857142857,7652.821428571428,439.16565916567555,397.1056064039465,1890.9183944154424
2023-02-15,6522,22208,5223,7141,62.02,64.01,7.55,25.0,1,Winter,20.0,0.0,20.0,60.0,2,15,2,7,0,6457.0,5575.0,6110.0,9655.0,10303.0,6176.142857142857,6204.071428571428,7535.0,433.1837287538509,370.32344787231415,1857.501208812741
2023-02-16,5862,22217,6331,6821,59.44,60.95,8.7,30.0,1,Winter,100.0,0.0,0.0,0.0,3,16,2,7,0,6522.0,6736.0,6197.0,9345.0,10117.0,6311.428571428572,6233.5,7399.964285714285,354.9689456570824,378.55164265120845,1784.834933381249
2023-02-17,6158,23377,5044,6793,60.21,60.9,9.0,30.0,1,Winter,0.0,0.0,80.0,20.0,4,17,2,7,0,5862.0,6493.0,6273.0,8473.0,10730.0,6186.571428571428,6209.571428571428,7248.0,333.8207388917482,391.4058908967185,1725.0722797524838
2023-02-18,6283,24105,6250,6986,61.5,62.0,8.45,25.0,1,Winter,20.0,0.0,20.0,60.0,5,18,2,7,1,6158.0,5658.0,6829.0,9170.0,9396.0,6138.714285714285,6201.357142857143,7084.714285714285,305.3695653278465,391.1790082348478,1594.734875379412
2023-02-19,6724,22389,8114,7818,61.49,62.81,11.25,50.0,1,Winter,0.0,0.0,40.0,60.0,6,19,2,7,1,6283.0,6121.0,6373.0,5636.0,10261.0,6228.0,6162.357142857143,6973.535714285715,221.14550262956024,348.7019020361085,1535.028615540821
2023-02-20,5991,23598,5199,7130,60.63,62.74,9.35,25.0,1,Winter,20.0,0.0,20.0,60.0,0,20,2,8,0,6724.0,6193.0,6092.0,5981.0,10122.0,6314.142857142857,6187.428571428572,6847.214285714285,281.67796539741005,376.52065308278253,1393.4834410674468
2023-02-21,5550,22637,5439,6939,61.75,61.77,8.1,25.0,1,Winter,40.0,0.0,20.0,40.0,1,21,2,8,0,5991.0,6457.0,5750.0,5583.0,9351.0,6285.285714285715,6180.214285714285,6699.678571428572,305.4972527348151,379.44598856996924,1244.6612823061675
2023-02-22,6155,24250,5680,7207,62.18,65.16,7.3,25.0,1,Winter,20.0,0.0,20.0,60.0,2,22,2,8,0,5550.0,6522.0,5575.0,6110.0,9655.0,6155.714285714285,6165.928571428572,6563.928571428572,398.66640786734405,400.0921940457561,1148.3349597979934
